Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
11.0,527163010.0,60.0,Rl,75.0,10000.0,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1993.0,1994.0,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,763.0,763.0,Gasa,Gd,Yes,Sbrkr,763.0,892.0,0.0,1655.0,0.0,0.0,2.0,1.0,3.0,1.0,Ta,7.0,Typ,1.0,Ta,Attchd,1993.0,Fin,2.0,440.0,Ta,Ta,Yes,157.0,84.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,175900.0
12.0,527165230.0,20.0,Rl,74.0,7980.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6.0,7.0,1992.0,2007.0,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Gd,Pconc,Gd,Ta,No,Alq,935.0,Unf,0.0,233.0,1168.0,Gasa,Ex,Yes,Sbrkr,1187.0,0.0,0.0,1187.0,1.0,0.0,2.0,0.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Attchd,1992.0,Fin,2.0,420.0,Ta,Ta,Yes,483.0,21.0,0.0,0.0,0.0,0.0,Nan,Gdprv,Shed,500.0,3.0,2010.0,Wd,Normal,185000.0
13.0,527166040.0,60.0,Rl,63.0,8402.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6.0,5.0,1998.0,1998.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,No,Unf,0.0,Unf,0.0,789.0,789.0,Gasa,Gd,Yes,Sbrkr,789.0,676.0,0.0,1465.0,0.0,0.0,2.0,1.0,3.0,1.0,Ta,7.0,Typ,1.0,Gd,Attchd,1998.0,Fin,2.0,393.0,Ta,Ta,Yes,0.0,75.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,5.0,2010.0,Wd,Normal,180400.0
14.0,527180040.0,20.0,Rl,85.0,10176.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,1990.0,1990.0,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Pconc,Gd,Ta,Gd,Glq,637.0,Unf,0.0,663.0,1300.0,Gasa,Gd,Yes,Sbrkr,1341.0,0.0,0.0,1341.0,1.0,0.0,1.0,1.0,2.0,1.0,Gd,5.0,Typ,1.0,Po,Attchd,1990.0,Unf,2.0,506.0,Ta,Ta,Yes,192.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,2.0,2010.0,Wd,Normal,171500.0
15.0,527182190.0,120.0,Rl,48.8,6820.0,Pave,Nan,Ir1,Lvl,Allpub,Corner,Gtl,Stonebr,Norm,Norm,Twnhse,1Story,8.0,5.0,1985.0,1985.0,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,Av,Glq,368.0,Blq,1120.0,0.0,1488.0,Gasa,Ta,Yes,Sbrkr,1502.0,0.0,0.0,1502.0,1.0,0.0,1.0,1.0,1.0,1.0,Gd,4.0,Typ,0.0,Nan,Attchd,1985.0,Rfn,2.0,528.0,Ta,Ta,Yes,0.0,54.0,0.0,0.0,140.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,212000.0
16.0,527216070.0,60.0,Rl,47.0,53504.0,Pave,Nan,Ir2,Hls,Allpub,Culdsac,Mod,Stonebr,Norm,Norm,1Fam,2Story,8.0,5.0,2003.0,2003.0,Hip,Compshg,Cemntbd,Wd Shng,Brkface,603.0,Ex,Ta,Pconc,Gd,Ta,Gd,Alq,1416.0,Unf,0.0,234.0,1650.0,Gasa,Ex,Yes,Sbrkr,1690.0,1589.0,0.0,3279.0,1.0,0.0,3.0,1.0,4.0,1.0,Ex,12.0,Mod,1.0,Gd,Builtin,2003.0,Fin,3.0,841.0,Ta,Ta,Yes,503.0,36.0,0.0,0.0,210.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,538000.0
17.0,527225035.0,50.0,Rl,152.0,12134.0,Pave,Nan,Ir1,Bnk,Allpub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8.0,7.0,1988.0,2005.0,Gable,Compshg,Wd Sdng,Wd Sdng,Nan,0.0,Gd,Ta,Wood,Gd,Ta,Av,Glq,427.0,Unf,0.0,132.0,559.0,Gasa,Gd,Yes,Sbrkr,1080.0,672.0,0.0,1752.0,0.0,0.0,2.0,0.0,4.0,1.0,Ta,8.0,Typ,0.0,Nan,Basment,1988.0,Rfn,2.0,492.0,Ta,Ta,Yes,325.0,12.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,164000.0
18.0,527258010.0,20.0,Rl,88.0,11394.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Stonebr,Norm,Norm,1Fam,1Story,9.0,2.0,2010.0,2010.0,Hip,Compshg,Vinylsd,Vinylsd,Stone,350.0,Gd,Ta,Pconc,Ex,Ta,Av,Glq,1445.0,Unf,0.0,411.0,1856.0,Gasa,Ex,Yes,Sbrkr,1856.0,0.0,0.0,1856.0,1.0,0.0,1.0,1.0,1.0,1.0,Ex,8.0,Typ,1.0,Ex,Attchd,2010.0,Fin,3.0,834.0,Ta,Ta,Yes,113.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,New,Partial,394432.0
19.0,527276150.0,20.0,Rl,140.0,19138.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4.0,5.0,1951.0,1951.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Lwq,120.0,Unf,0.0,744.0,864.0,Gasa,Ex,Yes,Sbrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2.0,1.0,Ta,4.0,Typ,0.0,Nan,Detchd,1951.0,Unf,2.0,400.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,141000.0
20.0,527302110.0,20.0,Rl,85.0,13175.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Nwames,Norm,Norm,1Fam,1Story,6.0,6.0,1978.0,1988.0,Gable,Compshg,Plywood,Plywood,Stone,119.0,Ta,Ta,Cblock,Gd,Ta,No,Alq,790.0,Rec,163.0,589.0,1542.0,Gasa,Ta,Yes,Sbrkr,2073.0,0.0,0.0,2073.0,1.0,0.0,2.0,0.0,3.0,1.0,Ta,7.0,Min1,2.0,Ta,Attchd,1978.0,Unf,2.0,500.0,Ta,Ta,Yes,349.0,0.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,2.0,2010.0,Wd,Normal,210000.0
21.0,527358140.0,20.0,Rl,105.0,11751.0,Pave,Nan,Ir1,Lvl,Allpub,Inside,Gtl,Nwames,Norm,Norm,1Fam,1Story,6.0,6.0,1977.0,1977.0,Hip,Compshg,Plywood,Plywood,Brkface,480.0,Ta,Ta,Cblock,Gd,Ta,No,Blq,705.0,Unf,0.0,1139.0,1844.0,Gasa,Ex,Yes,Sbrkr,1844.0,0.0,0.0,1844.0,0.0,0.0,2.0,0.0,3.0,1.0,Ta,7.0,Typ,1.0,Ta,Attchd,1977.0,Rfn,2.0,546.0,Ta,Ta,Yes,0.0,122.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,1.0,2010.0,Cod,Normal,190000.0
22.0,527358200.0,85.0,Rl,85.0,10625.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Nwames,Norm,Norm,1Fam,Sfoyer,7.0,6.0,1974.0,1974.0,Gable,Compshg,Plywood,Plywood,Brkface,81.0,Ta,Ta,Cblock,Gd,Ta,Gd,Glq,885.0,Lwq,168.0,0.0,1053.0,Gasa,Ta,Yes,Sbrkr,1173.0,0.0,0.0,1173.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,6.0,Typ,2.0,Ta,Attchd,1974.0,Rfn,2.0,528.0,Ta,Ta,Yes,0.0,120.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,1.0,2010.0,Wd,Family,170000.0
23.0,527368020.0,60.0,Fv,77.8,7500.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,5.0,2000.0,2000.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,533.0,Unf,0.0,281.0,814.0,Gasa,Ex,Yes,Sbrkr,814.0,860.0,0.0,1674.0,1.0,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,0.0,Nan,Attchd,2000.0,Rfn,2.0,663.0,Ta,Ta,Yes,0.0,96.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,1.0,2010.0,Wd,Normal,216000.0
24.0,527402200.0,20.0,Rl,64.8,11241.0,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Names,Norm,Norm,1Fam,1Story,6.0,7.0,1970.0,1970.0,Gable,Compshg,Wd Sdng,Wd Sdng,Brkface,180.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,578.0,Unf,0.0,426.0,1004.0,Gasa,Ex,Yes,Sbrkr,1004.0,0.0,0.0,1004.0,1.0,0.0,1.0,0.0,2.0,1.0,Ta,5.0,Typ,1.0,Ta,Attchd,1970.0,Fin,2.0,480.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Shed,700.0,3.0,2010.0,Wd,Normal,149000.0
25.0,527402250.0,20.0,Rl,64.8,12537.0,Pave,Nan,Ir1,Lvl,Allpub,Culdsac,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,6.0,1971.0,2008.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Glq,734.0,Unf,0.0,344.0,1078.0,Gasa,Ex,Yes,Sbrkr,1078.0,0.0,0.0,1078.0,1.0,0.0,1.0,1.0,3.0,1.0,Ta,6.0,Typ,1.0,Fa,Attchd,1971.0,Fin,2.0,500.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Wd,Normal,149900.0
26.0,527403020.0,20.0,Rl,65.0,8450.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5.0,6.0,1968.0,1968.0,Gable,Compshg,Vinylsd,Vinylsd,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Blq,775.0,Unf,0.0,281.0,1056.0,Gasa,Ex,Yes,Sbrkr,1056.0,0.0,0.0,1056.0,1.0,0.0,1.0,0.0,3.0,1.0,Ta,6.0,Typ,1.0,Fa,Attchd,1968.0,Unf,1.0,304.0,Ta,Ta,Yes,0.0,85.0,184.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,7.0,2010.0,Wd,Normal,142000.0
27.0,527404120.0,20.0,Rl,70.0,8400.0,Pave,Nan,Reg,Lvl,Allpub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,4.0,5.0,1970.0,1970.0,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,804.0,Rec,78.0,0.0,882.0,Gasa,Ta,Yes,Sbrkr,882.0,0.0,0.0,882.0,1.0,0.0,1.0,0.0,2.0,1.0,Ta,4.0,Typ,0.0,Nan,Attchd,1970.0,Fin,2.0,525.0,Ta,Ta,Yes,240.0,0.0,0.0,0.0,0.0,0.0,Nan,Mnprv,Nan,0.0,4.0,2010.0,Wd,Normal,126000.0
28.0,527425090.0,20.0,Rl,70.0,10500.0,Pave,Nan,Reg,Lvl,Allpub,Fr2,Gtl,Names,Norm,Norm,1Fam,1Story,4.0,5.0,1971.0,1971.0,Gable,Compshg,Hdboard,Hdboard,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,432.0,Unf,0.0,432.0,864.0,Gasa,Ta,Yes,Sbrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,Ta,5.0,Typ,1.0,Po,Nan,1978.0,Nan,0.0,0.0,Nan,Nan,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,4.0,2010.0,Conli,Normal,115000.0
29.0,527427230.0,120.0,Rh,26.0,5858.0,Pave,Nan,Ir1,Lvl,Allpub,Fr2,Gtl,Names,Norm,Norm,Twnhse,1Story,7.0,5.0,1999.0,1999.0,Gable,Compshg,Metalsd,Metalsd,Nan,0.0,Gd,Ta,Pconc,Gd,Ta,No,Glq,1051.0,Blq,0.0,354.0,1405.0,Gasa,Ex,Yes,Sbrkr,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2.0,1.0,Gd,5.0,Typ,1.0,Fa,Attchd,1999.0,Fin,2.0,511.0,Ta,Ta,Yes,203.0,68.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,184000.0
30.0,527451180.0,160.0,Rm,21.0,1680.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brdale,Norm,Norm,Twnhs,2Story,6.0,5.0,1971.0,1971.0,Gable,Compshg,Hdboard,Hdboard,Brkface,504.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,156.0,Unf,0.0,327.0,483.0,Gasa,Ta,Yes,Sbrkr,483.0,504.0,0.0,987.0,0.0,0.0,1.0,1.0,2.0,1.0,Ta,5.0,Typ,0.0,Nan,Detchd,1971.0,Unf,1.0,264.0,Ta,Ta,Yes,275.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,2.0,2010.0,Cod,Normal,96000.0
31.0,527451330.0,160.0,Rm,21.0,1680.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brdale,Norm,Norm,Twnhs,2Story,5.0,5.0,1971.0,1971.0,Gable,Compshg,Hdboard,Hdboard,Brkface,492.0,Ta,Ta,Cblock,Ta,Ta,No,Rec,300.0,Unf,0.0,225.0,525.0,Gasa,Ta,Yes,Sbrkr,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Detchd,1997.0,Unf,1.0,320.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,3.0,2010.0,Wd,Normal,105500.0
32.0,527451410.0,160.0,Rm,21.0,1680.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Brdale,Norm,Norm,Twnhs,2Story,6.0,5.0,1971.0,1971.0,Gable,Compshg,Hdboard,Imstucc,Brkface,381.0,Ta,Ta,Cblock,Ta,Ta,No,Unf,0.0,Unf,0.0,525.0,525.0,Gasa,Ta,Yes,Sbrkr,525.0,567.0,0.0,1092.0,0.0,0.0,1.0,1.0,3.0,1.0,Ta,6.0,Typ,0.0,Nan,Detchd,1971.0,Unf,1.0,264.0,Ta,Ta,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,3.0,2010.0,Wd,Family,88000.0
33.0,527452190.0,120.0,Rl,53.0,4043.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Npkvill,Norm,Norm,Twnhse,1Story,6.0,5.0,1977.0,1977.0,Gable,Compshg,Plywood,Plywood,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Alq,360.0,Unf,0.0,709.0,1069.0,Gasa,Ta,Yes,Sbrkr,1069.0,0.0,0.0,1069.0,0.0,0.0,2.0,0.0,2.0,1.0,Ta,4.0,Typ,1.0,Fa,Attchd,1977.0,Rfn,2.0,440.0,Ta,Ta,Yes,0.0,55.0,0.0,0.0,165.0,0.0,Nan,Nan,Nan,0.0,7.0,2010.0,Wd,Normal,127500.0
34.0,527453130.0,160.0,Rl,24.0,2280.0,Pave,Nan,Reg,Lvl,Allpub,Fr2,Gtl,Npkvill,Norm,Norm,Twnhs,2Story,6.0,6.0,1975.0,1975.0,Gable,Compshg,Plywood,Brk Cmn,Nan,0.0,Ta,Ta,Cblock,Ta,Ta,No,Alq,514.0,Unf,0.0,341.0,855.0,Gasa,Ta,Yes,Sbrkr,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,Gd,6.0,Typ,1.0,Ta,Attchd,1975.0,Unf,2.0,440.0,Ta,Ta,Yes,173.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,149900.0
35.0,527453150.0,120.0,Rl,24.0,2280.0,Pave,Nan,Reg,Lvl,Allpub,Fr2,Gtl,Npkvill,Norm,Norm,Twnhs,1Story,7.0,6.0,1975.0,1975.0,Gable,Compshg,Plywood,Brk Cmn,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Unf,0.0,Unf,0.0,836.0,836.0,Gasa,Ex,Yes,Sbrkr,836.0,0.0,0.0,836.0,0.0,0.0,1.0,0.0,2.0,1.0,Ta,4.0,Typ,0.0,Nan,Attchd,1975.0,Unf,1.0,308.0,Ta,Ta,Yes,0.0,30.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,6.0,2010.0,Wd,Normal,120000.0
36.0,527454200.0,160.0,Rl,24.0,2280.0,Pave,Nan,Reg,Lvl,Allpub,Inside,Gtl,Npkvill,Norm,Norm,Twnhs,2Story,6.0,5.0,1978.0,1978.0,Gable,Compshg,Plywood,Brk Cmn,Nan,0.0,Ta,Ta,Cblock,Gd,Ta,No,Alq,311.0,Unf,0.0,544.0,855.0,Gasa,Fa,Yes,Sbrkr,855.0,601.0,0.0,1456.0,0.0,0.0,2.0,1.0,3.0,1.0,Ta,7.0,Typ,1.0,Ta,Attchd,1978.0,Unf,2.0,440.0,Ta,Ta,Yes,26.0,0.0,0.0,0.0,0.0,0.0,Nan,Nan,Nan,0.0,7.0,2010.0,Wd,Normal,146000.0
