PC1,PC2,label
-3.0942761177622744,0.34884275927379516,3
-2.374471628006922,0.2919803515599919,3
-2.7788129476325127,0.2868048728821725,3
-2.286561284738469,0.37250784468529796,3
-2.9856334874494648,0.4892179083470101,3
-2.3751946982271077,0.48233371724487634,3
-2.2098655255958715,1.160052504157641,3
-2.6256210046927206,0.5631607642108336,3
-4.280638778751086,0.6496709640237046,3
-3.5826413720011043,1.2727027497272982,3
-2.807063720081659,1.570533787041195,3
-2.8996593330239118,2.041057007938462,3
-2.320736976549205,2.3563660755566715,3
-2.5498309472261367,2.045283091019521,3
-1.812541284842299,1.527645946268749,3
-2.7601446419239504,2.1389323476426094,3
-2.7371505006679904,0.40988627088178997,3
-3.604868868183425,1.802384217583964,3
-2.889825996873507,1.9252186131303406,3
-3.3921560768357213,1.311876388473592,3
-1.0481818968536805,3.5150896912197283,3
-1.6099122828479369,2.4066381595743254,3
-3.143130966743974,0.738161044175795,3
-2.2401568962695433,1.1754652881188628,3
-2.8476737761195188,0.5560439658826716,3
-2.5974970566487636,0.697965537200918,3
-2.9492993731348447,1.555308964283982,3
-3.530032266349311,0.8825267962042346,3
-2.4061105404785534,2.592356175042394,3
-2.929084726967455,1.2744469479044802,3
-2.181412778812621,2.077537312734513,3
-2.3809277871356396,2.5886674324185863,3
-3.2116172150412465,-0.2512491044255931,3
-3.6779187209738162,0.8477478441497612,3
-2.46555579804045,2.1937983036540922,3
-3.370524145442862,2.216289139861133,3
-2.6019558512247376,1.7572293509792725,3
-2.677839460864503,2.760899131674543,3
-2.38701709127972,2.297346679712817,3
-3.208758164198023,2.7689195660475705,3
